,0,1,2,3
2220,nap,вздремнуть,[næp],[næp]
2221,proceed,"продолжать, действовать, исходить, продолжить",[prəˈsiːd],[proʊˈsiːd]
2222,overseas,"за границей, за границу, за морем",[ˌəʊ.vəˈsiːz],[ˌoʊ.vɚ-]
2223,stack,"стек, стог, груда",[stæk],[stæk]
2224,rust,"ржавчина, ржаветь, притупляться",[rʌst],[rʌst]
2225,shove,"толчок, толкание, костра, толкать",[ʃʌv],[ʃʌv]
2226,physical,"физический, материальный, телесный",[ˈfɪzɪkl],[ˈfɪzɪkl]
2227,sprout,"росток, побег, отросток",[spraʊt],[spraʊt]
2228,testament,завещание,[ˈtes.tə.mənt],[ˈtes.tə.mənt]
2229,bill,счет,[bɪl],[bɪl]
2230,formal,"формальный, официальный, номинальный",[ˈfɔːml],[ˈfɔːrml]
2231,stocking,чулок,[ˈstɒk.ɪŋ],[ˈstɑː.kɪŋ]
2232,compassion,"сострадание, сочувствие, жалость",[kəmˈpæʃ.ən],[kəmˈpæʃ.ən]
2233,riot,бунт,[ˈraɪ.ət],[ˈraɪ.ət]
2234,float,"плавать, всплывать, плавать на поверхности",[fləʊt],[floʊt]
2235,recreation,"отдых, развлечение, восстановление сил",[ˌrek.riˈeɪ.ʃən],[ˌrek.riˈeɪ.ʃən]
2236,Democrat,Демократ,[ˈdem.ə.kræt],[ˈdem.ə.kræt]
2237,fleet,флот,[fliːt],[fliːt]
2238,dizzy,головокружительный,[ˈdɪz.i],[ˈdɪz.i]
2239,acquit,"оправдывать, освобождать, выполнять, оправдать",[əˈkwɪt],[əˈkwɪt]
2240,stud,"шпилька, стержень, штифт",[stʌd],[stʌd]
2241,rigorous,"строгий, тщательный, точный",[ˈrɪɡ.ər.əs],[-ɚ-]
2242,solution,"решение, раствор, разрешение",[səˈluːʃn],[səˈluːʃn]
2243,groove,"паз, канавка, желобок",[ɡruːv],[ɡruːv]
2244,sprinkle,"посыпать, брызгать, кропить",[ˈsprɪŋ.kl̩],[ˈsprɪŋ.kl̩]
2245,sense,смысл,[sens],[sens]
2246,word,слово,[wɜːd],[wɜːrd]
2247,widow,"вдова, висячая строка, лишать",[ˈwɪd.əʊ],[-oʊ]
2248,motivation,мотивация,[ˌməʊ.tɪˈveɪ.ʃən],[ˌmoʊ.t̬ɪ-]
2249,instead,вместо,[ɪnˈsted],[ɪnˈsted]
2250,multitude,"множество, толпа, масса",[ˈmʌl.tɪ.tjuːd],[-t̬ə.tuːd]
2251,fund,фонд,[fʌnd],[fʌnd]
2252,bristle,щетина,[ˈbrɪs.l̩],[ˈbrɪs.l̩]
2253,crap,дерьмо,[kræp],[kræp]
2254,decent,порядочный,[ˈdiː.sənt],[ˈdiː.sənt]
2255,laundry,"прачечная, белье для стирки, белье из стирки",[ˈlɔːn.dri],[ˈlɑːn-]
2256,crisp,"четкий, свежий, хрустящий",[krɪsp],[krɪsp]
2257,parking,"стоянка, автостоянка, автомобильная стоянка",[ˈpɑː.kɪŋ],[ˈpɑːr-]
2258,DNA,ДНК,[ˌdiː.enˈeɪ],[ˌdiː.enˈeɪ]
2259,heap,"куча, ворох, груда",[hiːp],[hiːp]
2260,winner,победитель,[ˈwɪnə(r)],[ˈwɪnər]
2261,notify,"уведомлять, извещать, предупреждать",[ˈnəʊ.tɪ.faɪ],[ˈnoʊ.t̬ə-]
2262,democracy,демократия,[dɪˈmɒk.rə.si],[-ˈmɑː.krə-]
2263,firework,"фейерверк, салют, вспыльчивость",[ˈfaɪə.wɜːk],[ˈfaɪr.wɝːk]
2264,bullet,пуля,[ˈbʊlɪt],[ˈbʊlɪt]
2265,limp,"хромать, прихрамывать, добрести",[lɪmp],[lɪmp]
2266,tradition,"традиция, предание, привычка",[trəˈdɪʃn],[trəˈdɪʃn]
2267,generous,щедрый,[ˈdʒenərəs],[ˈdʒenərəs]
2268,roam,"бродить, странствовать, скитаться",[rəʊm],[roʊm]
2269,genuine,подлинный,[ˈdʒenjuɪn],[ˈdʒenjuɪn]
2270,swift,"быстро, поспешно, быстрый, стремительный",[swɪft],[swɪft]
2271,positive,положительный,[ˈpɒzətɪv],[ˈpɑːzətɪv]
2272,junkie,наркоман,[ˈdʒʌŋ.ki],[ˈdʒʌŋ.ki]
2273,Catholic,Католик,[ˈkæθ.əl.ɪk],[ˈkæθ.əl.ɪk]
2274,offensive,"наступление, наступательная операция, наступательный",[əˈfensɪv],[əˈfensɪv]
2275,pancake,блин,[ˈpæn.keɪk],[ˈpæn.keɪk]
2276,rash,сыпь,[ræʃ],[ræʃ]
2277,advertise,"рекламировать, афишировать, объявлять",[ˈædvətaɪz],[ˈædvərtaɪz]
2278,slot,"шлиц, щель, паз, слот",[slɒt],[slɑːt]
2279,entirely,полностью,[ɪnˈtaɪəli],[ɪnˈtaɪərli]
2280,cue,реплика,[kjuː],[kjuː]
2281,insect,"насекомое, букашка, ничтожество",[ˈɪnsekt],[ˈɪnsekt]
2282,husband,"муж, супруг, выйти замуж",[ˈhʌzbənd],[ˈhʌzbənd]
2283,speed,"скорость, быстрота, число оборотов",[spiːd],[spiːd]
2284,silly,глупый,[ˈsɪli],[ˈsɪli]
2285,stage,этап,[steɪdʒ],[steɪdʒ]
2286,sink,тонуть,[sɪŋk],[sɪŋk]
2287,lot,много,[lɒt],[lɑːt]
2288,eventual,"возможный, конечный, окончательный",[ɪˈven.tju.əl],[ɪˈven.tju.əl]
2289,dismantle,разбирать,[dɪˈsmæn.tl̩],[-t̬l̩]
2290,creation,"создание, творение, творчество",[kriˈeɪ.ʃən],[kriˈeɪ.ʃən]
2291,true,правда,[truː],[truː]
2292,converse,разговаривать,[kənˈvɜːs],[kənˈvɜːrs]
2293,black,черный,[blæk],[blæk]
2294,cite,цитировать,[saɪt],[saɪt]
2295,whenever,"когда бы ни, всякий раз когда, когда же, всякий раз, когда",[wenˈevə(r)],[wenˈevər]
2296,woman,"женщина, баба, служанка",[ˈwʊmən],[ˈwʊmən]
2297,hop,"прыгать, подпрыгивать, перепрыгивать, хмель",[hɒp],[hɑːp]
2298,reporter,"репортер, корреспондент, докладчик",[rɪˈpɔː.tər],[-ˈpɔːr.t̬ɚ]
2299,grease,"смазывать, смазать, смазывать жиром",[ɡriːs],[ɡriːs]
2300,available,имеется в наличии,[əˈveɪləbl],[əˈveɪləbl]
2301,crouch,"пресмыкаться, заискивать, припасть к земле, приседать",[kraʊtʃ],[kraʊtʃ]
2302,bishop,"епископ, слон, бишоп",[ˈbɪʃ.əp],[ˈbɪʃ.əp]
2303,missing,отсутствует,[ˈmɪsɪŋ],[ˈmɪsɪŋ]
2304,preclude,исключать,[prɪˈkluːd],[prə-]
2305,anger,гнев,[ˈæŋɡə(r)],[ˈæŋɡər]
2306,appraise,"оценивать, расценивать",[əˈpreɪz],[əˈpreɪz]
2307,large,большой,[lɑːdʒ],[lɑːrdʒ]
2308,adhere,"придерживаться, прилипать, твердо придерживаться",[ədˈhɪər],[-ˈhɪr]
2309,bang,удар,[bæŋ],[bæŋ]
2310,alien,чужой,[ˈeɪ.li.ən],[ˈeɪ.li.ən]
2311,buck,"доллар, самец, козел",[bʌk],[bʌk]
2312,historian,историк,[hɪˈstɔː.ri.ən],[-ˈstɔːr.i-]
2313,someone,"некто, кто-то, кто-нибудь, кто то",[ˈsʌmwʌn],[ˈsʌmwʌn]
2314,deed,дело,[diːd],[diːd]
2315,certainly,"конечно, безусловно, непременно",[ˈsɜːtnli],[ˈsɜːrtnli]
2316,threaten,угрожать,[ˈθretn],[ˈθretn]
2317,not,"не, нет, ни",[nɒt],[nɑːt]
2318,bellow,рев,[ˈbel.əʊ],[-oʊ]
2319,aisle,проход,[aɪl],[aɪl]
2320,excavate,раскапывать,[ˈek.skə.veɪt],[ˈek.skə.veɪt]
2321,fracture,перелом,[ˈfræk.tʃər],[-tʃɚ]
2322,owner,владелец,[ˈəʊnə(r)],[ˈoʊnər]
2323,contribution,вклад,[ˌkɒntrɪˈbjuːʃn],[ˌkɑːntrɪˈbjuːʃn]
2324,rice,"рис, рисовый, размельчать",[raɪs],[raɪs]
2325,extinct,вымерший,[ɪkˈstɪŋkt],[ɪkˈstɪŋkt]
2326,pepper,перец,[ˈpepə(r)],[ˈpepər]
2327,bucket,ведро,[ˈbʌk.ɪt],[ˈbʌk.ɪt]
2328,stare,"пялиться, поглазеть, глазеть",[steə(r)],[ster]
2329,immense,необъятный,[ɪˈmens],[ɪˈmens]
2330,worthwhile,стоящий,[ˌwɜːθˈwaɪl],[ˌwɝːθ-]
2331,stellar,"звездный, звездообразный, ведущий",[ˈstel.ər],[-ɚ]
2332,everybody,все,[ˈevribɒdi],[ˈevribɑːdi]
2333,pregnancy,"беременность, богатство, содержательность",[ˈpreɡ.nən.si],[ˈpreɡ.nən.si]
2334,bun,булочка,[bʌn],[bʌn]
2335,goddess,богиня,[ˈɡɒd.es],[ˈɡɑː.des]
2336,promote,"способствовать, поощрять, продвигать",[prəˈməʊt],[prəˈmoʊt]
2337,button,кнопка,[ˈbʌtn],[ˈbʌtn]
2338,weather,"погода, непогода, шторм, Погода",[ˈweðə(r)],[ˈweðər]
2339,margin,прибыль,[ˈmɑː.dʒɪn],[ˈmɑːr-]
2340,quick,быстрый,[kwɪk],[kwɪk]
2341,pity,"жалость, сострадание, сожаление",[ˈpɪti],[ˈpɪti]
2342,stay,"пребывание, опора, остановка, остаться",[steɪ],[steɪ]
2343,witch,ведьма,[wɪtʃ],[wɪtʃ]
2344,luggage,"багаж, поклажа, багажный",[ˈlʌɡɪdʒ],[ˈlʌɡɪdʒ]
2345,psychological,психологический,[ˌsaɪ.kəlˈɒdʒ.ɪ.kəl],[-kəˈlɑː.dʒɪ-]
2346,footage,"метраж, длина в футах, расстояние в футах, кадры",[ˈfʊt.ɪdʒ],[ˈfʊt̬-]
2347,method,метод,[ˈmeθəd],[ˈmeθəd]
2348,screech,визжать,[skriːtʃ],[skriːtʃ]
2349,coconut,"кокос, плод кокосовой пальмы, башка",[ˈkəʊ.kə.nʌt],[ˈkoʊ-]
2350,unknown,неизвестно,[ˌʌnˈnəʊn],[ˌʌnˈnoʊn]
2351,bet,"ставка, пари, предмет",[bet],[bet]
2352,album,"альбом, долгоиграющая пластинка, книга автографов",[ˈæl.bəm],[ˈæl.bəm]
2353,leftover,остаток,[ˈleftˌəʊ.vər],[ˈlefˌt̬oʊ.vɚ]
2354,elicit,"выявлять, добиваться, извлекать, выявить",[ɪˈlɪs.ɪt],[ɪˈlɪs.ɪt]
2355,ensue,последовать,[ɪnˈsjuː],[-ˈsuː]
2356,importance,важность,[ɪmˈpɔːtns],[ɪmˈpɔːrtns]
2357,spur,"шпора, стимул, побуждение",[spɜːr],[spɝː]
2358,swallow,проглотить,[ˈswɒləʊ],[ˈswɑːloʊ]
2359,tin,"олово, банка, белая жесть",[tɪn],[tɪn]
2360,originally,"первоначально, оригинально, по происхождению, изначально",[əˈrɪdʒənəli],[əˈrɪdʒənəli]
2361,nearly,около,[ˈnɪəli],[ˈnɪrli]
2362,party,партия,[ˈpɑːti],[ˈpɑːrti]
2363,ladder,"лестница, трап, стремянка",[ˈlæd.ər],[-ɚ]
2364,pain,"боль, страдание, горе",[peɪn],[peɪn]
2365,survival,"выживание, выживаемость, пережиток",[səˈvaɪ.vəl],[sɚ-]
2366,underneath,"под, внизу, ниже",[ˌʌndəˈniːθ],[ˌʌndərˈniːθ]
2367,civilian,гражданское лицо,[sɪˈvɪl.i.ən],[sɪˈvɪl.i.ən]
2368,pierce,проколоть,[pɪəs],[pɪrs]
2369,pledge,залог,[pledʒ],[pledʒ]
2370,congratulate,поздравлять,[kənˈɡrætʃuleɪt],[kənˈɡrætʃuleɪt]
2371,whatsoever,"что бы ни, любой, какой бы ни, что бы то ни было",[ˌwɒt.səʊˈev.ər],[ˌwɑːt.soʊˈev.ɚ]
2372,slack,слабина,[slæk],[slæk]
2373,weight,вес,[weɪt],[weɪt]
2374,embody,воплощать,[ɪmˈbɒd.i],[-ˈbɑː.di]
2375,shudder,"дрожь, содрогание, содрогаться",[ˈʃʌd.ər],[-ɚ]
2376,coverage,"охват, зона действия, прикрытие, покрытие",[ˈkʌv.ər.ɪdʒ],[-ɚ-]
2377,pill,"таблетка, пилюля, шарик",[pɪl],[pɪl]
2378,scarf,"шарф, кашне, галстук",[skɑːf],[skɑːrf]
2379,desire,желание,[dɪˈzaɪə(r)],[dɪˈzaɪər]
2380,contain,"содержать, содержаться, сдерживать",[kənˈteɪn],[kənˈteɪn]
2381,clerical,"клерикальный, канцелярский, духовный",[ˈkler.ɪ.kəl],[ˈkler.ɪ.kəl]
2382,celebrate,"праздновать, отпраздновать, справлять",[ˈselɪbreɪt],[ˈselɪbreɪt]
2383,background,задний план,[ˈbækɡraʊnd],[ˈbækɡraʊnd]
2384,dump,свалка,[dʌmp],[dʌmp]
2385,fisherman,рыбак,[ˈfɪʃ.ə.mən],[-ɚ-]
2386,pagan,"языческий, неверующий, язычник",[ˈpeɪ.ɡən],[ˈpeɪ.ɡən]
2387,induce,побудить,[ɪnˈdjuːs],[-ˈduːs]
2388,appoint,"назначать, определять, утверждать",[əˈpɔɪnt],[əˈpɔɪnt]
2389,merry,"веселый, радостный, навеселе",[ˈmer.i],[ˈmer.i]
2390,nitrogen,азот,[ˈnaɪ.trə.dʒən],[ˈnaɪ.trə.dʒən]
2391,swarm,"рой, стая, толпа, роиться",[swɔːm],[swɔːrm]
2392,tennis,большой теннис,[ˈten.ɪs],[ˈten.ɪs]
2393,toil,трудиться,[tɔɪl],[tɔɪl]
2394,vow,"клятва, обет, зарок",[vaʊ],[vaʊ]
2395,medication,медикамент,[ˌmed.ɪˈkeɪ.ʃən],[ˌmed.ɪˈkeɪ.ʃən]
2396,magnificent,великолепный,[mæɡˈnɪf.ɪ.sənt],[mæɡˈnɪf.ɪ.sənt]
2397,capable,способный,[ˈkeɪpəbl],[ˈkeɪpəbl]
2398,elect,избрать,[ɪˈlekt],[ɪˈlekt]
2399,nudge,подтолкнуть,[nʌdʒ],[nʌdʒ]
2400,promise,обещание,[ˈprɒmɪs],[ˈprɑːmɪs]
2401,jog,бег трусцой,[dʒɒɡ],[dʒɑːɡ]
2402,towel,полотенце,[taʊəl],[taʊəl]
2403,crimson,малиновый цвет,[ˈkrɪm.zən],[ˈkrɪm.zən]
2404,local,местный,[ˈləʊkl],[ˈloʊkl]
2405,compress,компресс,[kəmˈpres],[kəmˈpres]
2406,speculate,"спекулировать, размышлять, делать предположения",[ˈspek.jʊ.leɪt],[ˈspek.jʊ.leɪt]
2407,childhood,детство,[ˈtʃaɪld.hʊd],[ˈtʃaɪld.hʊd]
2408,layer,слой,[ˈleɪə(r)],[ˈleə(r)]
2409,rebel,"бунтовать, восставать, протестовать, бунтарь",[ˈreb.əl],[ˈreb.əl]
2410,obsess,одержим,[əbˈses],[əbˈses]
2411,arouse,"вызывать, возбуждать, пробуждать",[əˈraʊz],[əˈraʊz]
2412,cooking,"кухонный, варка, готовка, приготовление еды",[ˈkʊkɪŋ],[ˈkʊkɪŋ]
2413,secular,"светский, мирской, вековой",[ˈsek.jʊ.lər],[-jə.lɚ]
2414,development,развитие,[dɪˈveləpmənt],[dɪˈveləpmənt]
2415,dispute,"спор, разногласия, диспут",[dɪˈspjuːt],[ˈdɪs.pjuːt]
2416,questionnaire,"вопросник, анкета, опросный лист",[ˌkwes.tʃəˈneər],[-ˈner]
2417,gang,"банда, шайка, группа",[ɡæŋ],[ɡæŋ]
2418,due,в связи,[djuː],[duː]
2419,falter,колебаться,[ˈfɒl.tər],[ˈfɑːl.t̬ɚ]
2420,butterfly,"бабочка, мотылек, баттерфляй",[ˈbʌt.ə.flaɪ],[ˈbʌt̬.ɚ-]
2421,odd,"странный, нечетный, необычный",[ɒd],[ɑːd]
2422,shaft,вал,[ʃɑːft],[ʃæft]
2423,awake,проснуться,[əˈweɪk],[əˈweɪk]
2424,filth,"грязь, мерзость, гадость",[fɪlθ],[fɪlθ]
2425,petty,мелкий,[ˈpet.i],[ˈpet̬-]
2426,transmit,передавать,[trænzˈmɪt],[træns-]
2427,latter,"последний, поздний, недавний",[ˈlætə(r)],[ˈlætər]
2428,battery,"аккумулятор, батарея, батарейка",[ˈbætri],[ˈbætri]
2429,mow,"косить, скирдовать, жать",[məʊ],[moʊ]
2430,closely,близко,[ˈkləʊs.li],[ˈkloʊs-]
2431,preside,"председательствовать, осуществлять руководство, осуществлять контроль",[prɪˈzaɪd],[prɪˈzaɪd]
2432,underlie,лежать в основе,[ˌʌn.dəˈlaɪ],[-dɚ-]
2433,hint,намек,[hɪnt],[hɪnt]
2434,seasoning,приправа,[ˈsiː.zən.ɪŋ],[ˈsiː.zən.ɪŋ]
2435,school,школа,[skuːl],[skuːl]
2436,cord,шнур,[kɔːd],[kɔːrd]
2437,stupid,"глупый, тупой, дурацкий",[ˈstjuːpɪd],[ˈstuːpɪd]
2438,deliberate,преднамеренный,[dɪˈlɪbərət],[dɪˈlɪbərət]
2439,van,"фургон, автофургон, авангард",[væn],[væn]
2440,fertile,"плодородный, плодовитый, плодоносящий",[ˈfɜː.taɪl],[ˈfɝː.t̬əl]
2441,hangover,"похмелье, пережиток, наследие, Похмелье",[ˈhæŋˌəʊ.vər],[-ˌoʊ.vɚ]
2442,voice,голос,[vɔɪs],[vɔɪs]
2443,segment,сегмент,[ˈseɡ.mənt],[ˈseɡ.mənt]
2444,United,Соединенные,[juˈnaɪtɪd],[juˈnaɪtɪd]
2445,invoke,"призывать, взывать, умолять, вызывать",[ɪnˈvəʊk],[-ˈvoʊk]
2446,prairie,"степной, живущий в прерии, прерия",[ˈpreə.ri],[ˈprer.i]
2447,campus,кампус,[ˈkæm.pəs],[ˈkæm.pəs]
2448,multiple,множественный,[ˈmʌl.tɪ.pl̩],[-t̬ɪ-]
2449,spectator,зритель,[spekˈteɪ.tər],[-t̬ɚ]
2450,wither,увядать,[ˈwɪð.ər],[-ɚ]
2451,stone,"камень, стоун, камешек",[stəʊn],[stoʊn]
2452,agile,проворный,[ˈædʒ.aɪl],[-əl]
2453,benefit,выгода,[ˈbenɪfɪt],[ˈbenɪfɪt]
2454,personality,личность,[ˌpɜːsəˈnæləti],[ˌpɜːrsəˈnæləti]
2455,dawn,рассвет,[dɔːn],[dɑːn]
2456,thing,предмет,[θɪŋ],[θɪŋ]
2457,marry,"жениться, вступать в брак, выйти замуж",[ˈmæri],[ˈmæri]
2458,recipe,"рецепт, способ, средство, рецепт приготовления",[ˈres.ɪ.pi],[ˈres.ɪ.pi]
2459,warden,надзиратель,[ˈwɔː.dən],[ˈwɔːr-]
2460,contrast,"контраст, контрастность, противоположность",[ˈkɒntrɑːst],[ˈkɑːntræst]
2461,song,"песня, пение, романс",[sɒŋ],[sɔːŋ]
2462,brown,коричневый,[braʊn],[braʊn]
2463,notch,выемка,[nɒtʃ],[nɑːtʃ]
2464,silence,тишина,[ˈsaɪləns],[ˈsaɪləns]
2465,gem,самоцвет,[dʒem],[dʒem]
2466,improvement,улучшение,[ɪmˈpruːvmənt],[ɪmˈpruːvmənt]
2467,play,играть в,[pleɪ],[pleɪ]
2468,decorate,украсить,[ˈdekəreɪt],[ˈdekəreɪt]
2469,none,никто,[nʌn],[nʌn]
2470,ingredient,ингредиент,[ɪnˈɡriːdiənt],[ɪnˈɡriːdiənt]
2471,lurch,крениться,[lɜːtʃ],[lɝːtʃ]
2472,inward,"внутрь, внутренне, внутренний",[ˈɪn.wəd],[-wɚd]
2473,crumb,крошка,[krʌm],[krʌm]
2474,yield,Уступать,[jiːld],[jiːld]
2475,beside,"рядом, возле, рядом с",[bɪˈsaɪd],[bɪˈsaɪd]
2476,baby,детка,[ˈbeɪbi],[ˈbeɪbi]
2477,fingertip,кончик пальца,[ˈfɪŋ.ɡə.tɪp],[-ɡɚ-]
2478,merchant,"купеческий, торговый, коммерческий, купец",[ˈmɜː.tʃənt],[ˈmɝː-]
2479,punishment,наказание,[ˈpʌnɪʃmənt],[ˈpʌnɪʃmənt]
2480,villain,злодей,[ˈvɪl.ən],[ˈvɪl.ən]
2481,stitch,шить,[stɪtʃ],[stɪtʃ]
2482,cramp,"стеснять, мешать, сводить судорогой, судорога",[kræmp],[kræmp]
2483,flesh,плоть,[fleʃ],[fleʃ]
2484,headline,Заголовок,[ˈhed.laɪn],[ˈhed.laɪn]
2485,impossible,невозможно,[ɪmˈpɒsəbl],[ɪmˈpɑːsəbl]
2486,twelve,двенадцать,[twelv],[twelv]
2487,load,грузить,[ləʊd],[loʊd]
2488,ankle,лодыжка,[ˈæŋkl],[ˈæŋkl]
2489,violent,жестокий,[ˈvaɪələnt],[ˈvaɪələnt]
2490,stick,"придерживаться, держаться, втыкать",[stɪk],[stɪk]
2491,trench,траншея,[trentʃ],[trentʃ]
2492,him,ему,[hɪm],[hɪm]
2493,reveal,выявить,[rɪˈviːl],[rɪˈviːl]
2494,trail,след,[treɪl],[treɪl]
2495,laden,загруженный,[ˈleɪ.dən],[ˈleɪ.dən]
2496,danger,Опасность,[ˈdeɪndʒə(r)],[ˈdeɪndʒər]
2497,nomination,номинация,[ˌnɒm.ɪˈneɪ.ʃən],[ˌnɑː.mə-]
2498,understanding,"понимание, взаимопонимание, разум",[ˌʌndəˈstændɪŋ],[ˌʌndərˈstændɪŋ]
2499,embarrass,смущать,[ɪmˈbærəs],[ɪmˈbærəs]
2500,basket,корзина,[ˈbɑː.skɪt],[ˈbæs.kɪt]
2501,crumple,мять,[ˈkrʌm.pl̩],[ˈkrʌm.pl̩]
2502,cost,Стоимость,[kɒst],[kɔːst]
2503,fundamental,фундаментальный,[ˌfʌndəˈmentl],[ˌfʌndəˈmentl]
2504,nourish,питать,[ˈnʌr.ɪʃ],[ˈnɝː-]
2505,aloud,вслух,[əˈlaʊd],[əˈlaʊd]
2506,tame,приручить,[teɪm],[teɪm]
2507,kidnap,"похищать детей, украсть ребенка, обманом похитить, похищать",[ˈkɪd.næp],[ˈkɪd.næp]
2508,counsel,советник,[ˈkaʊn.səl],[ˈkaʊn.səl]
2509,inspect,осмотреть,[ɪnˈspekt],[ɪnˈspekt]
2510,bench,"верстак, скамейка, скамья",[bentʃ],[bentʃ]
2511,hinge,"петля, шарнир, стержень",[hɪndʒ],[hɪndʒ]
2512,blank,пустой,[blæŋk],[blæŋk]
2513,socket,разъем,[ˈsɒk.ɪt],[ˈsɑː.kɪt]
2514,might,"мощь, могущество, сила, может быть",[maɪt],[maɪt]
2515,journalist,журналист,[ˈdʒɜːnəlɪst],[ˈdʒɜːrnəlɪst]
2516,genetic,генетический,[dʒəˈnet.ɪk],[-ˈnet̬-]
2517,violate,нарушать,[ˈvaɪə.leɪt],[ˈvaɪə.leɪt]
2518,enlighten,просветить,[ɪnˈlaɪ.tən],[-t̬ən]
2519,pardon,прощение,[ˈpɑː.dən],[ˈpɑːr-]
2520,distress,бедствие,[dɪˈstres],[dɪˈstres]
2521,divide,делить,[dɪˈvaɪd],[dɪˈvaɪd]
2522,sample,образец,[ˈsɑːmpl],[ˈsæmpl]
2523,eligible,имеющий право,[ˈel.ɪ.dʒə.bl̩],[ˈel.ɪ.dʒə.bl̩]
2524,scorn,"презрение, пренебрежение, насмешка",[skɔːn],[skɔːrn]
2525,redundant,"лишний, излишний, чрезмерный, избыточный",[rɪˈdʌn.dənt],[rɪˈdʌn.dənt]
2526,stump,"пень, пенек, обрубок",[stʌmp],[stʌmp]
2527,stability,стабильность,[stəˈbɪl.ɪ.ti],[-ə.t̬i]
2528,cough,"кашель, кашлять, покашлять",[kɒf],[kɔːf]
2529,routine,рутина,[ruːˈtiːn],[ruːˈtiːn]
2530,batch,партия,[bætʃ],[bætʃ]
2531,equip,оборудовать,[ɪˈkwɪp],[ɪˈkwɪp]
2532,schedule,"расписание, график, программа",[ˈʃedjuːl],[ˈskedʒuːl]
2533,merely,"просто, только, единственно",[ˈmɪəli],[ˈmɪrli]
2534,vary,варьироваться,[ˈveəri],[ˈveri]
2535,spend,проводить,[spend],[spend]
2536,frail,хилый,[freɪl],[freɪl]
2537,entrance,Вход,[ˈentrəns],[ˈentrəns]
2538,trip,поездка,[trɪp],[trɪp]
2539,drain,слив,[dreɪn],[dreɪn]
2540,newcomer,новичок,[ˈnjuːˌkʌm.ər],[ˈnuːˌkʌm.ɚ]
2541,clever,умная,[ˈklevə(r)],[ˈklevər]
2542,upper,верхний,[ˈʌpə(r)],[ˈʌpər]
2543,married,в браке,[ˈmærid],[ˈmærid]
2544,chair,"стул, кресло, председатель",[tʃeə(r)],[tʃer]
2545,let,позволять,[let],[let]
2546,launch,запускать,[lɔːntʃ],[lɔːntʃ]
2547,outcome,результат,[ˈaʊt.kʌm],[ˈaʊt.kʌm]
2548,child,"ребенок, дитя, сын",[tʃaɪld],[tʃaɪld]
2549,strange,"странный, чужой, незнакомый",[streɪndʒ],[streɪndʒ]
2550,disturb,"беспокоить, мешать, нарушать",[dɪˈstɜːb],[dɪˈstɜːrb]
2551,take,взять,[teɪk],[teɪk]
2552,chorus,хор,[ˈkɔː.rəs],[ˈkɔːr.əs]
2553,unite,объединяться,[juˈnaɪt],[juˈnaɪt]
2554,put,положить,[pʊt],[pʊt]
2555,chop,рубить,[tʃɒp],[tʃɑːp]
2556,insulate,"изолировать, обособлять, разобщать",[ˈɪn.sjʊ.leɪt],[ˈɪn.sjʊ.leɪt]
2557,accuse,обвинять,[əˈkjuːz],[əˈkjuːz]
2558,sloppy,небрежный,[ˈslɒp.i],[ˈslɑː.pi]
2559,determine,определить,[dɪˈtɜːmɪn],[dɪˈtɜːrmɪn]
2560,respect,уважение,[rɪˈspekt],[rɪˈspekt]
2561,rug,"ковер, коврик, плед",[rʌɡ],[rʌɡ]
2562,runaway,убегай,[ˈrʌn.ə.weɪ],[ˈrʌn.ə.weɪ]
2563,write,"писать, записывать, сочинять",[raɪt],[raɪt]
2564,glaze,глазурь,[ɡleɪz],[ɡleɪz]
2565,carry,нести,[ˈkæri],[ˈkæri]
2566,next,следующий,[nekst],[nekst]
2567,almost,"почти, едва не, фактический",[ˈɔːlməʊst],[ˈɔːlmoʊst]
2568,mature,зрелый,[məˈtjʊər],[-ˈtʊr]
2569,whine,ныть,[waɪn],[waɪn]
2570,borough,"район, город, один из пяти районов Нью-Йорка",[ˈbʌr.ə],[ˈbɝː.oʊ]
2571,homeland,родная страна,[ˈhəʊm.lænd],[ˈhoʊm-]
2572,supervise,контролировать,[ˈsuː.pə.vaɪz],[-pɚ-]
2573,fourth,четвертый,[fɔːθ],[fɔːrθ]
2574,whisk,взбивать,[wɪsk],[wɪsk]
2575,monetary,денежный,[ˈmʌn.ɪ.tri],[ˈmʌn.ɪ.tri]
2576,light,свет,[laɪt],[laɪt]
2577,sock,"носок, стелька, удар",[sɒk],[sɑːk]
2578,become,стали,[bɪˈkʌm],[bɪˈkʌm]
2579,bolster,поддерживать,[ˈbəʊl.stər],[ˈboʊl.stɚ]
2580,incoming,"входящий, поступающий, вступающий",[ˈɪnˌkʌm.ɪŋ],[ˈɪnˌkʌm.ɪŋ]
2581,cheerful,"веселый, бодрый, светлый",[ˈtʃɪəfl],[ˈtʃɪrfl]
2582,scream,кричать,[skriːm],[skriːm]
2583,impede,"препятствовать, мешать, затруднять",[ɪmˈpiːd],[ɪmˈpiːd]
2584,disappoint,разочаровывать,[ˌdɪsəˈpɔɪnt],[ˌdɪsəˈpɔɪnt]
2585,eternal,"вечный, извечный, бесконечный",[ɪˈtɜː.nəl],[-ˈtɝː-]
2586,since,поскольку,[sɪns],[sɪns]
2587,dairy,"молочная, молочный, маслодельня",[ˈdeə.ri],[ˈder.i]
2588,drum,барабан,[drʌm],[drʌm]
2589,haircut,стрижка,[ˈheə.kʌt],[ˈher-]
